id,motif,probability,motif_index
1076,106,0.03025064617395401,8
1101,105,0.4831162393093109,1
1101,122,0.2998676002025604,2
1101,100,0.17496350407600403,3
1101,49,0.02535547874867916,4
1101,155,0.0083768954500556,5
1104,110,0.9893172979354858,1
1109,150,0.37584996223449707,1
1109,106,0.18842613697052002,2
1109,161,0.09571440517902374,3
1109,176,0.09570784121751785,4
1109,83,0.08972784131765366,5
1109,194,0.07078972458839417,6
1109,12,0.048856060951948166,7
1109,94,0.0339006632566452,8
1110,106,0.2896827161312103,1
1110,197,0.28968048095703125,2
1110,12,0.2191038280725479,3
1110,186,0.19998383522033691,4
1112,136,0.331707239151001,1
1112,198,0.2041321098804474,2
1112,94,0.1610739678144455,3
1112,150,0.09568951278924942,4
1112,135,0.08612392097711563,5
1112,49,0.08299614489078522,6
1112,12,0.036688182502985,7
1121,23,0.8237755298614502,1
1121,100,0.13038130104541779,2
